English,Marathi
actively,सक्रियपणे
cliff,उंच कडा
minimal,किमान
cord,दोरखंड
fortunately,सुदैवाने
cocaine,कोकेन
illusion,भ्रम
anonymous,निनावी
tolerate,सहन करणे
appreciation,प्रशंसा
commissioner,आयुक्त
harm,हानी
flexibility,लवचिकता
instructional,निर्देशात्मक
scramble,भांडणे
casino,कॅसिनो
tumor,ट्यूमर
decorate,सजवणे
sort,क्रमवारी लावा
charge,शुल्क
pulse,नाडी
equivalent,समतुल्य
fixed,निश्चित
experienced,अनुभवी
donation,देणगी
diary,डायरी
sibling,भावंड
irony,विडंबन
spoon,चमचा
midst,मध्ये
alley,गल्ली
upset,नाराज
interact,संवाद
soap,साबण
cute,गोंडस
rival,प्रतिस्पर्धी
short-term,अल्पकालीन
punch,ठोसा
pin,पिन
hockey,हॉकी
passing,उत्तीर्ण
persist,टिकून राहणे
supplier,पुरवठादार
known,ज्ञात
momentum,चालना
purse,पर्स
shed,शेड
liquid,द्रव
icon,चिन्ह
elephant,हत्ती
consequently,परिणामी
legislature,कायदेमंडळ
associate,सहयोगी
franchise,मताधिकार
correctly,बरोबर
mentally,मानसिकरित्या
foster,पालनपोषण
bicycle,सायकल
encouraging,उत्साहवर्धक
cheat,फसवणूक
access,प्रवेश
heal,बरे करणे
fever,ताप
filter,फिल्टर
rabbit,ससा
coin,नाणे
exploit,शोषण
accessible,प्रवेश करण्यायोग्य
organism,जीव
sensation,संवेदना
partially,अंशतः
stay,राहा
upstairs,वरच्या मजल्यावर
dried,वाळलेल्या
minimum,किमान
pro,प्रो
conservation,संवर्धन
shove,ढकलणे
backyard,घरामागील अंगण
charter,सनद
stove,स्टोव्ह
consent,संमती
comprise,समावेश
reminder,स्मरणपत्र
alike,एकसारखे
placement,प्लेसमेंट
dough,पीठ
grandchild,नातवंडे
dam,धरण
reportedly,अहवालानुसार
well-known,सुप्रसिद्ध
surrounding,आसपास
ecological,पर्यावरणीय
outfit,पोशाख
unprecedented,अभूतपूर्व
columnist,स्तंभलेखक
workout,व्यायाम
preliminary,प्राथमिक
patent,पेटंट
shy,लाजाळू
quote,कोट
trash,कचरा
disabled,अक्षम
gross,स्थूल
damn,धिक्कार
hormone,संप्रेरक
texture,पोत
counter,काउंटर
pencil,पेन्सिल
associate,सहयोगी
frontier,सीमा
spray,फवारणी
bet,पैज
disclose,उघड करणे
custody,ताब्यात
banker,बँकर
beast,पशू
interfere,हस्तक्षेप
oak,ओक
case,केस
eighth,आठवा
notebook,नोटबुक
outline,बाह्यरेखा
gaze,टक लावून पाहणे
attendance,उपस्थिती
speculation,अटकळ
uncover,उघड करणे
behalf,वतीने
innovative,नाविन्यपूर्ण
shark,शार्क
reward,प्रतिफळ भरून पावले
mill,गिरणी
installation,स्थापना
stimulate,उत्तेजित करणे
tag,टॅग
vertical,अनुलंब
swimming,पोहणे
fleet,ताफा
catalog,कॅटलॉग
outsider,बाहेरचा माणूस
sacrifice,बलिदान
desperately,हताशपणे
stance,भूमिका
compel,सक्ती करणे
sensitivity,संवेदनशीलता
someday,एखाद्या दिवशी
instant,झटपट
debut,पदार्पण
proclaim,घोषणा करणे
worldwide,जगभरात
hike,वाढ
required,आवश्यक
confrontation,संघर्ष
colorful,रंगीत
ideal,आदर्श
constitution,संविधान
trainer,प्रशिक्षक
Thanksgiving,थँक्सगिव्हिंग
scent,सुगंध
stack,स्टॅक
eyebrow,भुवया
sack,गोणी
cease,थांबवणे
inherit,वारसा
tray,ट्रे
pioneer,पायनियर
organizational,संघटनात्मक
textbook,पाठ्यपुस्तक
uh,उह
nasty,ओंगळ
shrink,संकुचित
model,मॉडेल
emerging,उदयोन्मुख
dot,बिंदू
wheat,गहू
fierce,भयंकर
envision,कल्पना करणे
rational,तर्कशुद्ध
kingdom,राज्य
aisle,मार्ग
weaken,कमकुवत करणे
protocol,प्रोटोकॉल
exclusively,केवळ
vocal,स्वर
marketplace,बाजारपेठ
openly,उघडपणे
unfair,अयोग्य
terrain,भूप्रदेश
deploy,तैनात करणे
risky,धोकादायक
pasta,पास्ता
genre,शैली
distract,विचलित करणे
merit,योग्यता
planner,नियोजक
depressed,उदास
chunk,तुकडा
closest,सर्वात जवळचे
discount,सवलत
no,नाही
ladder,शिडी
jungle,जंगल
migration,स्थलांतर
breathing,श्वास घेणे
invade,आक्रमण करणे
hurricane,चक्रीवादळ
retailer,किरकोळ विक्रेता
classify,वर्गीकरण
wound,जखम
coup,सत्तापालट
aid,मदत
ambassador,राजदूत
density,घनता
supportive,आश्वासक
curiosity,कुतूहल
skip,वगळा
aggression,आगळीक
stimulus,उत्तेजन
journalism,पत्रकारिता
robot,रोबोट
flood,पूर
dip,बुडविणे
likewise,त्याचप्रमाणे
informal,अनौपचारिक
Persian,पर्शियन
feather,पंख
sphere,गोल
tighten,घट्ट करणे
boast,बढाई मारणे
pat,पॅट
perceived,समजले
sole,एकमेव
publicity,प्रसिद्धी
major,प्रमुख
unfold,उलगडणे
joke,विनोद
well-being,कल्याण
validity,वैधता
ecosystem,इकोसिस्टम
strictly,काटेकोरपणे
partial,आंशिक
collar,कॉलर
weed,तण
compliance,अनुपालन
streak,लकीर
supposedly,कथित
added,जोडले
builder,बिल्डर
glimpse,झलक
premise,आधार
specialty,खासियत
deem,मानणे
artifact,कलाकृती
sneak,डोकावणे
monkey,माकड
mentor,गुरू
two-thirds,दोन तृतीयांश
listener,ऐकणारा
lightning,वीज
legally,कायदेशीररित्या
sleeve,बाही
disappointment,निराशा
disturb,त्रास देणे
rib,बरगडी
excessive,जास्त
high-tech,उच्च तंत्रज्ञान
debris,मोडतोड
pile,ढीग
rod,रॉड
logical,तार्किक
liberal,उदारमतवादी
ash,राख
socially,सामाजिकदृष्ट्या
parish,पॅरिश
slavery,गुलामगिरी
blank,रिक्त
commodity,वस्तू
cure,बरा
mineral,खनिज
hunger,भूक
dying,मरत आहे
developmental,विकासात्मक
faster,जलद
spare,सुटे
halfway,अर्धवट
cure,बरा
equality,समानता
cemetery,स्मशानभूमी
harassment,छळ
deliberately,मुद्दाम
fame,प्रसिद्धी
regret,खेद
striking,टोलावणे
likelihood,शक्यता
carrot,गाजर
atop,वर
toll,टोल
rim,रिम
embarrassed,लाजिरवाणे
fucking,संभोग
cling,चिकटून
isolated,वेगळे
blink,डोळे मिचकावणे
suspicious,संशयास्पद
wheelchair,व्हीलचेअर
squad,पथक
eligible,पात्र
processor,प्रोसेसर
plunge,उडी
this,हे
sponsor,प्रायोजक
grin,हसणे
color,रंग
demographic,लोकसंख्याशास्त्रीय
rain,पाऊस
chill,थंड
refuge,आश्रय
steer,वाचा
legislator,आमदार
rally,रॅली
programming,प्रोग्रामिंग
cheer,आनंद
outlet,आउटलेट
intact,अखंड
vendor,विक्रेता
thrive,भरभराट होणे
peanut,शेंगदाणा
chew,चर्वण
elaborate,विस्तृत
intellectual,बौद्धिक
conception,गर्भधारणा
auction,लिलाव
steak,स्टीक
comply,पालन
triumph,विजय
shareholder,भागधारक
comparable,तुलना करण्यायोग्य
transport,वाहतूक
conscience,विवेक
calculation,गणना
considerably,लक्षणीय
interval,मध्यांतर
scratch,स्क्रॅच
awake,जागे
jurisdiction,अधिकार क्षेत्र
inevitably,अपरिहार्यपणे
feminist,स्त्रीवादी
constraint,मर्यादा
emotionally,भावनिकदृष्ट्या
expedition,मोहीम
allegedly,कथितपणे
compromise,तडजोड
strain,मानसिक ताण
similarity,समानता
butt,नितंब
lid,झाकण
dumb,मुका
bulk,मोठ्या प्रमाणात
sprinkle,शिंपडा
mortality,मृत्यू
philosophical,तात्विक
conversion,रूपांतरण
patron,संरक्षक
municipal,नगरपालिका
any,कोणतेही
liver,यकृत
harmony,सुसंवाद
solely,पूर्णपणे
tolerance,सहिष्णुता
instant,झटपट
goat,शेळी
arm,हात
blessing,आशीर्वाद
banana,केळी
running,धावणे
palace,राजवाडा
formerly,पूर्वी
peasant,शेतकरी
neat,व्यवस्थित
grandparent,आजी आजोबा
lawmaker,कायदा निर्माता
supermarket,सुपरमार्केट
cruise,समुद्रपर्यटन
mobile,मोबाईल
plain,साधा
part,भाग
calendar,कॅलेंडर
widow,विधवा
deposit,ठेव
beard,दाढी
brake,ब्रेक
downtown,डाउनटाउन
screening,स्क्रीनिंग
impulse,आवेग
forbid,मना
fur,फर
brutal,क्रूर
predator,शिकारी
poke,धक्का
opt,निवड
voluntary,ऐच्छिक
trouble,त्रास
valid,वैध
forum,मंच
dancing,नृत्य
happily,आनंदाने
soar,उडणे
removal,काढणे
autonomy,स्वायत्तता
enact,कायदा करणे
round,गोल
thread,धागा
light,प्रकाश
landmark,महत्त्वाची खूण
unhappy,दुःखी
offender,अपराधी
coming,येणाऱ्या
privately,खाजगीरित्या
fraction,अपूर्णांक
distinctive,विशिष्ट
tourism,पर्यटन
threshold,उंबरठा
calm,शांत
routinely,नियमितपणे
suite,सुट
remark,टिप्पणी
regulator,नियामक
straw,पेंढा
theological,धर्मशास्त्रीय
apart,वेगळे
exhaust,एक्झॉस्ट
globe,ग्लोब
fragile,नाजूक
objection,आक्षेप
chemistry,रसायनशास्त्र
old-fashioned,जुन्या पद्धतीचा
crowded,गर्दी
circle,वर्तुळ
blast,स्फोट
prevail,विजय मिळवणे
overnight,रात्रभर
denial,नकार
rental,भाड्याने
fantastic,विलक्षण
fragment,तुकडा
level,पातळी
screw,स्क्रू
warmth,उबदारपणा
undergraduate,पदवीपूर्व
liquid,द्रव
headache,डोकेदुखी
policeman,पोलीस
yield,उत्पन्न
projection,प्रक्षेपण
battle,लढाई
suitable,योग्य
mention,उल्लेख
graduation,पदवी
drill,ड्रिल
cruel,क्रूर
mansion,हवेली
regard,आदर
grape,द्राक्ष
authorize,अधिकृत करा
cottage,कॉटेज
driveway,ड्राइव्हवे
charm,मोहिनी
sexuality,लैंगिकता
loyal,निष्ठावंत
clay,चिकणमाती
pound,पौंड
balloon,फुगा
invention,शोध
ego,अहंकार
fare,भाडे
homework,गृहपाठ
disc,डिस्क
sofa,सोफा
guarantee,हमी
availability,उपलब्धता
radar,रडार
frown,नापसंती व्यक्त करणे
regain,परत मिळवणे
leave,सोडा
permit,परवानगी
sweater,स्वेटर
rehabilitation,पुनर्वसन
rubber,रबर
retreat,माघार
molecule,रेणू
freely,मुक्तपणे
favorable,अनुकूल
steadily,स्थिरपणे
veteran,अनुभवी
integrated,एकात्मिक
ha,ha
youngster,तरुण
broadcast,प्रसारण
premium,प्रीमियम
accountability,जबाबदारी
overwhelm,भारावून टाकणे
one-third,एक तृतीयांश
contemplate,चिंतन
update,अद्यतन
spark,ठिणगी
ironically,उपरोधिकपणे
fatigue,थकवा
beyond,पलीकडे
speculate,अनुमान लावणे
marker,मार्कर
low,कमी
preach,उपदेश
bucket,बादली
bomb,बॉम्ब
blond,गोरा
confession,कबुली
provoke,चिथावणी देणे
marble,संगमरवरी
substantially,लक्षणीय
twist,पिळणे
defender,रक्षक
fish,मासे
explicit,स्पष्ट
transport,वाहतूक
disturbing,त्रासदायक
surveillance,पाळत ठेवणे
magnetic,चुंबकीय
technician,तंत्रज्ञ
mutter,गोंधळ
devastating,विनाशकारी
depart,निघणे
arrow,बाण
trauma,आघात
neighboring,शेजारी
soak,भिजवणे
ribbon,रिबन
meantime,दरम्यान
transmit,प्रसारित करणे
screen,स्क्रीन
harvest,कापणी
consecutive,सलग
republican,प्रजासत्ताक
coordinate,समन्वय
worldwide,जगभरात
within,आत
spy,गुप्तहेर
slot,स्लॉट
riot,दंगा
nutrient,पोषक
citizenship,नागरिकत्व
severely,गंभीरपणे
sovereignty,सार्वभौमत्व
ridge,रिज
brave,धाडसी
lighting,प्रकाशयोजना
specify,निर्दिष्ट करा
contributor,योगदानकर्ता
frustrate,निराश करणे
crowd,गर्दी
articulate,स्पष्ट करणे
importantly,महत्वाचे
transit,संक्रमण
dense,घनदाट
seminar,परिसंवाद
electronics,इलेक्ट्रॉनिक्स
sunny,सनी
shorts,चड्डी
swell,फुगणे
accusation,आरोप
soften,मऊ करणे
photograph,फोटो
straighten,सरळ करणे
terribly,भयंकर
cue,संकेत
sudden,अचानक
bride,वधू
biography,चरित्र
hazard,धोका
compelling,आकर्षक
seldom,क्वचित
tile,टाइल
economically,आर्थिकदृष्ट्या
honestly,प्रामाणिकपणे
troubled,त्रासलेले
bow,धनुष्य
twentieth,विसावा
balanced,संतुलित
foreigner,परदेशी
launch,प्रक्षेपण
convenience,सुविधा
delight,आनंद
weave,विणणे
timber,लाकूड
till,पर्यंत
accurately,अचूकपणे
plea,विनवणी
bulb,बल्ब
copy,कॉपी
flying,उडत
sustainable,टिकाऊ
devil,भूत
bolt,बोल्ट
cargo,मालवाहू
spine,पाठीचा कणा
seller,विक्रेता
skilled,कुशल
managing,व्यवस्थापन
public,सार्वजनिक
marine,सागरी
dock,गोदी
organized,आयोजित
fog,धुके
diplomat,मुत्सद्दी
boring,कंटाळवाणा
sometime,कधीतरी
summary,सारांश
missionary,मिशनरी
epidemic,साथरोग
fatal,घातक
trim,ट्रिम
warehouse,कोठार
accelerate,गती वाढवणे
butterfly,फुलपाखरू
bronze,कांस्य
drown,बुडणे
inherent,जन्मजात
praise,स्तुती
nationwide,देशभरात
spit,थुंकणे
harvest,कापणी
kneel,गुडघे टेकणे
vacuum,पोकळी
selected,निवडले
dictate,हुकूम
stereotype,स्टिरियोटाइप
sensor,सेन्सर
laundry,कपडे धुऊन मिळण्याचे ठिकाण
manual,मॅन्युअल
pistol,पिस्तूल
naval,नौदल
plaintiff,फिर्यादी
kid,लहान मूल
middle-class,मध्यमवर्ग
apology,माफी
till,पर्यंत
